rows=5000
cols=3000
(0, 123, 456)
(0, 456, -789)
(0, 789, 1011)
(0, 1011, -1213)
(0, 1314, 1516)
(0, 1617, -1819)
(0, 1920, 2122)
(0, 2223, -2425)
(0, 2526, 2728)
(0, 2829, -3031)
(1, 3233, 3435)
(1, 3536, -3738)
(1, 3839, 4041)
(1, 4142, -4344)
(1, 4445, 4647)
(1, 4748, -4950)
(1, 5051, 5253)
(1, 5354, -5556)
(1, 5657, 5859)
(1, 5960, -6162)
(2, 6363, 6565)
(2, 6666, -6868)
(2, 6969, 7171)
(2, 7272, -7474)
(2, 7575, 7777)
(2, 7878, -8080)
(2, 8181, 8383)
(2, 8484, -8686)
(2, 8787, 8989)
(2, 9090, -9292)
(3, 9493, 9695)
(3, 9796, -9998)
(3, 10099, 10201)
(3, 10302, -10504)
(3, 10605, 10807)
(3, 10908, -11110)
(3, 11211, 11413)
(3, 11514, -11716)
(3, 11817, 12019)
(3, 12120, -12322)
(4, 12423, 12625)
(4, 12726, -12928)
(4, 13029, 13231)
(4, 13332, -13534)
(4, 13635, 13837)
(4, 13938, -14140)
(4, 14241, 14443)
(4, 14544, -14746)
(4, 14847, 15049)
(4, 15150, -15352)
